date;Heat Flux;T1;T2;U;Analysis period;U24;U2/3s;U2/3e;
2019-03-01 15:02:35;7.85241079330444;24.0625;17.1875;0.896823151734354;1;1;1;0;
2019-03-01 15:12:35;7.71343040466309;24;17.25;0.898210209032484;1;1;1;0;
2019-03-01 15:22:35;7.99139165878296;24;17.25;0.899812679246196;1;1;1;0;
2019-03-01 15:32:35;7.71343040466309;24;17.1875;0.901121050679617;1;1;1;0;
2019-03-01 15:42:35;8.13037204742432;23.9375;16.5;0.902293998774259;1;1;1;0;
2019-03-01 15:52:35;7.43546867370605;23.875;16.25;0.902747333685192;1;1;1;0;
2019-03-01 16:02:35;7.57444953918457;23.875;15.875;0.903033125704411;1;1;1;0;
2019-03-01 16:12:35;7.43546867370605;23.75;15.625;0.903112327861071;1;1;1;0;
2019-03-01 16:22:35;7.2964882850647;23.75;15.25;0.902808339460247;1;1;1;1;
2019-03-01 16:32:35;7.85241079330444;23.75;15.3125;0.902995060770753;1;1;1;1;
2019-03-01 16:42:35;7.43546867370605;23.75;15.125;0.902716557435756;1;1;1;1;
2019-03-01 16:52:35;7.57444953918457;23.75;15;0.902462338083706;1;1;1;1;
2019-03-01 17:02:35;7.01852655410767;23.75;14.75;0.90160331143366;1;1;1;1;
2019-03-01 17:12:35;7.01852655410767;23.625;14.6875;0.900799753355043;1;1;1;1;
2019-03-01 17:22:35;6.74056529998779;23.625;14.5;0.899664338666148;1;1;1;1;
2019-03-01 17:32:35;6.46260356903076;23.5625;14.5;0.898375645383532;1;1;1;1;
2019-03-01 17:42:35;6.18464231491089;23.4375;14.125;0.896724493762189;1;1;1;1;
2019-03-01 17:52:35;6.18464231491089;23.375;13.875;0.894970332566694;1;1;1;1;
2019-03-01 18:02:35;6.04566144943237;23.25;13.6875;0.893095688018486;1;1;1;1;
2019-03-01 18:12:35;5.35075807571411;23.125;13.5;0.890691548434107;1;1;1;1;
2019-03-01 18:22:35;5.35075807571411;23;13.5;0.888403135277759;1;1;1;1;
2019-03-01 18:32:35;5.2117772102356;23;13.5;0.88604495606132;1;1;1;1;
2019-03-01 18:42:35;4.93381595611572;22.875;13.5;0.883597754532599;1;1;1;1;
2019-03-01 18:52:35;5.2117772102356;22.875;14.375;0.881940063021302;1;1;1;1;
2019-03-01 19:02:35;5.2117772102356;22.875;14.125;0.880144865356522;1;1;1;1;
2019-03-01 19:12:35;4.93381595611572;22.75;13.9375;0.878135013083727;1;1;1;1;
2019-03-01 19:22:35;4.79483509063721;22.75;13.625;0.875858190158234;1;1;1;1;
2019-03-01 19:32:35;4.93381595611572;22.6875;13.3125;0.873554756236605;1;1;1;1;
2019-03-01 19:42:35;4.65585422515869;22.625;12.9375;0.870897368818886;1;1;1;1;
2019-03-01 19:52:35;4.37789297103882;22.5;13;0.868195820945973;1;1;1;1;
2019-03-01 20:02:35;4.2389121055603;22.5;13.0625;0.865471152502021;1;1;1;1;
2019-03-01 20:12:35;4.2389121055603;22.4375;13;0.862781687697587;1;1;1;1;
2019-03-01 20:22:35;4.79483509063721;22.375;13;0.860541427040197;1;1;1;1;
2019-03-01 20:32:35;4.09993124008179;22.375;12.9375;0.857823671786058;1;1;1;1;
2019-03-01 20:42:35;4.09993124008179;22.3125;13;0.855212152844872;1;1;1;1;
2019-03-01 20:52:35;3.82196998596191;22.25;12.75;0.85234091796595;1;1;1;1;
2019-03-01 21:02:35;3.96095061302185;22.25;12.9375;0.849703670837719;1;1;1;1;
2019-03-01 21:12:35;3.82196998596191;22.1875;13;0.847076984951193;1;1;1;1;
2019-03-01 21:22:35;3.82196998596191;22.125;12.75;0.844378187638635;1;1;1;1;
2019-03-01 21:32:35;3.6829891204834;22.125;12.625;0.841553345993264;1;1;1;1;
2019-03-01 21:42:35;3.54400849342346;22.125;12.375;0.838537649022776;1;1;1;1;
2019-03-01 21:52:35;3.26604700088501;22;12.0625;0.835280357280221;1;1;1;1;
2019-03-01 22:02:35;3.26604700088501;22;12;0.83203120141968;1;1;1;1;
2019-03-01 22:12:35;3.26604700088501;22;11.625;0.82862606846622;1;1;1;1;
2019-03-01 22:22:35;3.40502786636353;21.9375;11.125;0.825125522382131;1;1;1;1;
2019-03-01 22:32:35;2.98808550834656;21.875;10.5;0.821122257738408;1;1;1;1;
2019-03-01 22:42:35;2.71012425422668;21.75;10.125;0.816875994659059;1;1;1;1;
2019-03-01 22:52:35;2.84910488128662;21.75;10;0.812713683184525;1;1;1;1;
2019-03-01 23:02:35;2.57114338874817;21.75;9.75;0.808317343539917;1;1;1;1;
2019-03-01 23:12:35;2.43216276168823;21.625;9.625;0.803900664499631;1;1;1;1;
2019-03-01 23:22:35;2.43216276168823;21.625;9.5625;0.799517789643426;1;1;1;1;
2019-03-01 23:32:35;2.43216276168823;21.625;9.375;0.795108953225299;1;1;1;1;
2019-03-01 23:42:35;2.29318189620972;21.5;9.1875;0.790652330150095;1;1;1;1;
2019-03-01 23:52:35;2.29318189620972;21.5;9;0.786173479530834;1;1;1;1;
2019-03-02 00:02:35;2.01522040367126;21.5;8.875;0.781540168782317;1;1;1;1;
2019-03-02 00:12:35;2.15420126914978;21.4375;8.9375;0.777112170037947;1;1;1;1;
2019-03-02 00:22:35;2.15420126914978;21.375;8.6875;0.772664442839589;1;1;1;1;
2019-03-02 00:32:35;1.7372590303421;21.375;8.5625;0.767987460090103;1;1;1;1;
2019-03-02 00:42:35;1.87623977661133;21.3125;9;0.763674893210832;1;1;1;1;
2019-03-02 00:52:35;1.59827828407288;21.25;8.5;0.759077638994774;1;1;1;1;
2019-03-02 01:02:35;1.87623977661133;21.25;8.3125;0.754622667915069;1;1;1;1;
2019-03-02 01:12:35;1.87623977661133;21.25;8.375;0.750257978891313;1;1;1;1;
2019-03-02 01:22:35;1.59827828407288;21.25;8.25;0.745750233190206;1;1;1;1;
